physical asset,location,ownership,commodity,Countries,status,USA states
downstream facilities,"['International', 'Gulf Of Mexico', 'Permian Basin', 'USA', 'North America', 'California', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland', 'Delaware Basins']",TCF,Hydrogen,Republic of Congo,,"['California', 'Delaware']"
downstream facilities,"['International', 'Gulf Of Mexico', 'Permian Basin', 'USA', 'North America', 'California', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland', 'Delaware Basins']",TCF,Hydrogen,Israel,,"['California', 'Delaware']"
downstream facilities,"['International', 'Gulf Of Mexico', 'Permian Basin', 'USA', 'North America', 'California', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland', 'Delaware Basins']",TCF,Hydrogen,Argentina,,"['California', 'Delaware']"
downstream facilities,"['International', 'Gulf Of Mexico', 'Permian Basin', 'USA', 'North America', 'California', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland', 'Delaware Basins']",TCF,Hydrogen,Kazakhstan,,"['California', 'Delaware']"
downstream facilities,"['International', 'Gulf Of Mexico', 'Permian Basin', 'USA', 'North America', 'California', 'Colombia', 'Angola', 'Americas', 'Australia', 'Kazakhstan', 'Escravos Natural Gas Projects In Nigeria', 'Midland Basin', 'Asia', 'Israel', 'Argentina', 'Delaware Basin', 'Nigeria', 'Republic of Congo', 'Midland', 'Delaware Basins']",TCF,Hydrogen,Mexico,,"['California', 'Delaware']"
El Segundo Refinery,"['California', 'USA']",Chevron Corporation,Crude Oil,USA,,['California']
El Segundo Refinery,"['California', 'USA']",Chevron Corporation,Natural Gas,USA,,['California']
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Natural Gas,Venezuela,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Natural Gas,Argentina,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Natural Gas,Mexico,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Natural Gas,Kazakhstan,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Natural Gas,USA,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Natural Gas,Canada,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Natural Gas,Nigeria,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Natural Gas,Israel,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Crude Oil,Venezuela,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Crude Oil,Argentina,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Crude Oil,Mexico,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Crude Oil,Kazakhstan,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Crude Oil,USA,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Crude Oil,Canada,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Crude Oil,Nigeria,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Crude Oil,Israel,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Petroleum Products,Venezuela,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Petroleum Products,Argentina,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Petroleum Products,Mexico,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Petroleum Products,Kazakhstan,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Petroleum Products,USA,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Petroleum Products,Canada,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Petroleum Products,Nigeria,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Petroleum Products,Israel,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Natural Gas Liquids,Venezuela,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Natural Gas Liquids,Argentina,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Natural Gas Liquids,Mexico,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Natural Gas Liquids,Kazakhstan,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Natural Gas Liquids,USA,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Natural Gas Liquids,Canada,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Natural Gas Liquids,Nigeria,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Natural Gas Liquids,Israel,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Renewable Fuels,Venezuela,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Renewable Fuels,Argentina,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Renewable Fuels,Mexico,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Renewable Fuels,Kazakhstan,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Renewable Fuels,USA,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Renewable Fuels,Canada,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Renewable Fuels,Nigeria,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Renewable Fuels,Israel,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Hydrogen,Venezuela,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Hydrogen,Argentina,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Hydrogen,Mexico,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Hydrogen,Kazakhstan,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Hydrogen,USA,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Hydrogen,Canada,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Hydrogen,Nigeria,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Hydrogen,Israel,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Carbon Capture And Offsets,Venezuela,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Carbon Capture And Offsets,Argentina,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Carbon Capture And Offsets,Mexico,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Carbon Capture And Offsets,Kazakhstan,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Carbon Capture And Offsets,USA,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Carbon Capture And Offsets,Canada,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Carbon Capture And Offsets,Nigeria,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Carbon Capture And Offsets,Israel,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Hydrocarbons,Venezuela,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Hydrocarbons,Argentina,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Hydrocarbons,Mexico,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Hydrocarbons,Kazakhstan,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Hydrocarbons,USA,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Hydrocarbons,Canada,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Hydrocarbons,Nigeria,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Hydrocarbons,Israel,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Petrochemicals,Venezuela,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Petrochemicals,Argentina,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Petrochemicals,Mexico,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Petrochemicals,Kazakhstan,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Petrochemicals,USA,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Petrochemicals,Canada,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Petrochemicals,Nigeria,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Petrochemicals,Israel,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Chemicals,Venezuela,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Chemicals,Argentina,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Chemicals,Mexico,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Chemicals,Kazakhstan,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Chemicals,USA,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Chemicals,Canada,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Chemicals,Nigeria,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Chemicals,Israel,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Liquified Natural Gas,Venezuela,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Liquified Natural Gas,Argentina,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Liquified Natural Gas,Mexico,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Liquified Natural Gas,Kazakhstan,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Liquified Natural Gas,USA,,"['California', 'Colorado', 'Delaware']"
Equipment,"['Venezuela', 'Argentina', 'Mexico', 'Kazakhstan', 'USA', 'Canada', 'Nigeria', 'Israel', 'International', 'Midland and Delaware Basins', 'California', 'Denver-Julesburg Basin in Colorado']",Chevron Corporation,Liquified Natural Gas,Canada,,"['California', 'Colorado', 'Delaware']"
