physical asset,location,ownership,commodity,status,Countries,USA states
Refined Petroleum Products Infrastructure,"['Galveston Bay', 'Texas', 'Garyville', 'Louisiana', 'Catlettsburg', 'Kentucky', 'Robinson', 'Illinois', 'Detroit', 'Michigan', 'El Paso', 'Martinez', 'Gallup', 'Gulf Coast', 'Mid-Continent', 'West Coast', 'Texas City', 'St. Paul Park', 'Minnesota', 'Canton', 'Ohio', 'Mandan', 'North Dakota', 'Salt Lake City', 'Utah', 'Los Angeles', 'California', 'Anacortes', 'Washington', 'Kenai', 'Alaska', 'Dickinson', 'Chicago']",Marathon Petroleum Corporation,Crude Oil,"['Operational', 'End-Of-Life', 'Idled', 'Under Construction']",USA,"['Alaska', 'California', 'Illinois', 'Kentucky', 'Louisiana', 'Michigan', 'Minnesota', 'North Dakota', 'Ohio', 'Texas', 'Utah', 'Washington']"
Refined Petroleum Products Infrastructure,"['Galveston Bay', 'Texas', 'Garyville', 'Louisiana', 'Catlettsburg', 'Kentucky', 'Robinson', 'Illinois', 'Detroit', 'Michigan', 'El Paso', 'Martinez', 'Gallup', 'Gulf Coast', 'Mid-Continent', 'West Coast', 'Texas City', 'St. Paul Park', 'Minnesota', 'Canton', 'Ohio', 'Mandan', 'North Dakota', 'Salt Lake City', 'Utah', 'Los Angeles', 'California', 'Anacortes', 'Washington', 'Kenai', 'Alaska', 'Dickinson', 'Chicago']",Marathon Petroleum Corporation,Biodiesel,"['Operational', 'End-Of-Life', 'Idled', 'Under Construction']",USA,"['Alaska', 'California', 'Illinois', 'Kentucky', 'Louisiana', 'Michigan', 'Minnesota', 'North Dakota', 'Ohio', 'Texas', 'Utah', 'Washington']"
Refined Petroleum Products Infrastructure,"['Galveston Bay', 'Texas', 'Garyville', 'Louisiana', 'Catlettsburg', 'Kentucky', 'Robinson', 'Illinois', 'Detroit', 'Michigan', 'El Paso', 'Martinez', 'Gallup', 'Gulf Coast', 'Mid-Continent', 'West Coast', 'Texas City', 'St. Paul Park', 'Minnesota', 'Canton', 'Ohio', 'Mandan', 'North Dakota', 'Salt Lake City', 'Utah', 'Los Angeles', 'California', 'Anacortes', 'Washington', 'Kenai', 'Alaska', 'Dickinson', 'Chicago']",Marathon Petroleum Corporation,Renewable Diesel,"['Operational', 'End-Of-Life', 'Idled', 'Under Construction']",USA,"['Alaska', 'California', 'Illinois', 'Kentucky', 'Louisiana', 'Michigan', 'Minnesota', 'North Dakota', 'Ohio', 'Texas', 'Utah', 'Washington']"
Refined Petroleum Products Infrastructure,"['Galveston Bay', 'Texas', 'Garyville', 'Louisiana', 'Catlettsburg', 'Kentucky', 'Robinson', 'Illinois', 'Detroit', 'Michigan', 'El Paso', 'Martinez', 'Gallup', 'Gulf Coast', 'Mid-Continent', 'West Coast', 'Texas City', 'St. Paul Park', 'Minnesota', 'Canton', 'Ohio', 'Mandan', 'North Dakota', 'Salt Lake City', 'Utah', 'Los Angeles', 'California', 'Anacortes', 'Washington', 'Kenai', 'Alaska', 'Dickinson', 'Chicago']",Marathon Petroleum Corporation,Gasoline,"['Operational', 'End-Of-Life', 'Idled', 'Under Construction']",USA,"['Alaska', 'California', 'Illinois', 'Kentucky', 'Louisiana', 'Michigan', 'Minnesota', 'North Dakota', 'Ohio', 'Texas', 'Utah', 'Washington']"
Refined Petroleum Products Infrastructure,"['Galveston Bay', 'Texas', 'Garyville', 'Louisiana', 'Catlettsburg', 'Kentucky', 'Robinson', 'Illinois', 'Detroit', 'Michigan', 'El Paso', 'Martinez', 'Gallup', 'Gulf Coast', 'Mid-Continent', 'West Coast', 'Texas City', 'St. Paul Park', 'Minnesota', 'Canton', 'Ohio', 'Mandan', 'North Dakota', 'Salt Lake City', 'Utah', 'Los Angeles', 'California', 'Anacortes', 'Washington', 'Kenai', 'Alaska', 'Dickinson', 'Chicago']",Marathon Petroleum Corporation,Fuel,"['Operational', 'End-Of-Life', 'Idled', 'Under Construction']",USA,"['Alaska', 'California', 'Illinois', 'Kentucky', 'Louisiana', 'Michigan', 'Minnesota', 'North Dakota', 'Ohio', 'Texas', 'Utah', 'Washington']"
Refined Petroleum Products Infrastructure,"['Galveston Bay', 'Texas', 'Garyville', 'Louisiana', 'Catlettsburg', 'Kentucky', 'Robinson', 'Illinois', 'Detroit', 'Michigan', 'El Paso', 'Martinez', 'Gallup', 'Gulf Coast', 'Mid-Continent', 'West Coast', 'Texas City', 'St. Paul Park', 'Minnesota', 'Canton', 'Ohio', 'Mandan', 'North Dakota', 'Salt Lake City', 'Utah', 'Los Angeles', 'California', 'Anacortes', 'Washington', 'Kenai', 'Alaska', 'Dickinson', 'Chicago']",Marathon Petroleum Corporation,Distillates,"['Operational', 'End-Of-Life', 'Idled', 'Under Construction']",USA,"['Alaska', 'California', 'Illinois', 'Kentucky', 'Louisiana', 'Michigan', 'Minnesota', 'North Dakota', 'Ohio', 'Texas', 'Utah', 'Washington']"
Refined Petroleum Products Infrastructure,"['Galveston Bay', 'Texas', 'Garyville', 'Louisiana', 'Catlettsburg', 'Kentucky', 'Robinson', 'Illinois', 'Detroit', 'Michigan', 'El Paso', 'Martinez', 'Gallup', 'Gulf Coast', 'Mid-Continent', 'West Coast', 'Texas City', 'St. Paul Park', 'Minnesota', 'Canton', 'Ohio', 'Mandan', 'North Dakota', 'Salt Lake City', 'Utah', 'Los Angeles', 'California', 'Anacortes', 'Washington', 'Kenai', 'Alaska', 'Dickinson', 'Chicago']",Marathon Petroleum Corporation,Other Hydrocarbon-Based Products,"['Operational', 'End-Of-Life', 'Idled', 'Under Construction']",USA,"['Alaska', 'California', 'Illinois', 'Kentucky', 'Louisiana', 'Michigan', 'Minnesota', 'North Dakota', 'Ohio', 'Texas', 'Utah', 'Washington']"
Refined Petroleum Products Infrastructure,"['Galveston Bay', 'Texas', 'Garyville', 'Louisiana', 'Catlettsburg', 'Kentucky', 'Robinson', 'Illinois', 'Detroit', 'Michigan', 'El Paso', 'Martinez', 'Gallup', 'Gulf Coast', 'Mid-Continent', 'West Coast', 'Texas City', 'St. Paul Park', 'Minnesota', 'Canton', 'Ohio', 'Mandan', 'North Dakota', 'Salt Lake City', 'Utah', 'Los Angeles', 'California', 'Anacortes', 'Washington', 'Kenai', 'Alaska', 'Dickinson', 'Chicago']",Marathon Petroleum Corporation,Chemicals,"['Operational', 'End-Of-Life', 'Idled', 'Under Construction']",USA,"['Alaska', 'California', 'Illinois', 'Kentucky', 'Louisiana', 'Michigan', 'Minnesota', 'North Dakota', 'Ohio', 'Texas', 'Utah', 'Washington']"
Refined Petroleum Products Infrastructure,"['Galveston Bay', 'Texas', 'Garyville', 'Louisiana', 'Catlettsburg', 'Kentucky', 'Robinson', 'Illinois', 'Detroit', 'Michigan', 'El Paso', 'Martinez', 'Gallup', 'Gulf Coast', 'Mid-Continent', 'West Coast', 'Texas City', 'St. Paul Park', 'Minnesota', 'Canton', 'Ohio', 'Mandan', 'North Dakota', 'Salt Lake City', 'Utah', 'Los Angeles', 'California', 'Anacortes', 'Washington', 'Kenai', 'Alaska', 'Dickinson', 'Chicago']",MPLX LP,Refined Products,"['Operational', 'End-Of-Life', 'Idled', 'Under Construction']",USA,"['Alaska', 'California', 'Illinois', 'Kentucky', 'Louisiana', 'Michigan', 'Minnesota', 'North Dakota', 'Ohio', 'Texas', 'Utah', 'Washington']"
Refined Petroleum Products Infrastructure,"['Galveston Bay', 'Texas', 'Garyville', 'Louisiana', 'Catlettsburg', 'Kentucky', 'Robinson', 'Illinois', 'Detroit', 'Michigan', 'El Paso', 'Martinez', 'Gallup', 'Gulf Coast', 'Mid-Continent', 'West Coast', 'Texas City', 'St. Paul Park', 'Minnesota', 'Canton', 'Ohio', 'Mandan', 'North Dakota', 'Salt Lake City', 'Utah', 'Los Angeles', 'California', 'Anacortes', 'Washington', 'Kenai', 'Alaska', 'Dickinson', 'Chicago']",MPLX LP,Petroleum-Based Transportation Fuels,"['Operational', 'End-Of-Life', 'Idled', 'Under Construction']",USA,"['Alaska', 'California', 'Illinois', 'Kentucky', 'Louisiana', 'Michigan', 'Minnesota', 'North Dakota', 'Ohio', 'Texas', 'Utah', 'Washington']"
Refined Petroleum Products Infrastructure,"['Galveston Bay', 'Texas', 'Garyville', 'Louisiana', 'Catlettsburg', 'Kentucky', 'Robinson', 'Illinois', 'Detroit', 'Michigan', 'El Paso', 'Martinez', 'Gallup', 'Gulf Coast', 'Mid-Continent', 'West Coast', 'Texas City', 'St. Paul Park', 'Minnesota', 'Canton', 'Ohio', 'Mandan', 'North Dakota', 'Salt Lake City', 'Utah', 'Los Angeles', 'California', 'Anacortes', 'Washington', 'Kenai', 'Alaska', 'Dickinson', 'Chicago']",MPLX LP,Crude Oil,"['Operational', 'End-Of-Life', 'Idled', 'Under Construction']",USA,"['Alaska', 'California', 'Illinois', 'Kentucky', 'Louisiana', 'Michigan', 'Minnesota', 'North Dakota', 'Ohio', 'Texas', 'Utah', 'Washington']"
Refined Petroleum Products Infrastructure,"['Galveston Bay', 'Texas', 'Garyville', 'Louisiana', 'Catlettsburg', 'Kentucky', 'Robinson', 'Illinois', 'Detroit', 'Michigan', 'El Paso', 'Martinez', 'Gallup', 'Gulf Coast', 'Mid-Continent', 'West Coast', 'Texas City', 'St. Paul Park', 'Minnesota', 'Canton', 'Ohio', 'Mandan', 'North Dakota', 'Salt Lake City', 'Utah', 'Los Angeles', 'California', 'Anacortes', 'Washington', 'Kenai', 'Alaska', 'Dickinson', 'Chicago']",MPLX LP,Biodiesel,"['Operational', 'End-Of-Life', 'Idled', 'Under Construction']",USA,"['Alaska', 'California', 'Illinois', 'Kentucky', 'Louisiana', 'Michigan', 'Minnesota', 'North Dakota', 'Ohio', 'Texas', 'Utah', 'Washington']"
Refined Petroleum Products Infrastructure,"['Galveston Bay', 'Texas', 'Garyville', 'Louisiana', 'Catlettsburg', 'Kentucky', 'Robinson', 'Illinois', 'Detroit', 'Michigan', 'El Paso', 'Martinez', 'Gallup', 'Gulf Coast', 'Mid-Continent', 'West Coast', 'Texas City', 'St. Paul Park', 'Minnesota', 'Canton', 'Ohio', 'Mandan', 'North Dakota', 'Salt Lake City', 'Utah', 'Los Angeles', 'California', 'Anacortes', 'Washington', 'Kenai', 'Alaska', 'Dickinson', 'Chicago']",MPLX LP,Renewable Diesel,"['Operational', 'End-Of-Life', 'Idled', 'Under Construction']",USA,"['Alaska', 'California', 'Illinois', 'Kentucky', 'Louisiana', 'Michigan', 'Minnesota', 'North Dakota', 'Ohio', 'Texas', 'Utah', 'Washington']"
Refined Petroleum Products Infrastructure,"['Galveston Bay', 'Texas', 'Garyville', 'Louisiana', 'Catlettsburg', 'Kentucky', 'Robinson', 'Illinois', 'Detroit', 'Michigan', 'El Paso', 'Martinez', 'Gallup', 'Gulf Coast', 'Mid-Continent', 'West Coast', 'Texas City', 'St. Paul Park', 'Minnesota', 'Canton', 'Ohio', 'Mandan', 'North Dakota', 'Salt Lake City', 'Utah', 'Los Angeles', 'California', 'Anacortes', 'Washington', 'Kenai', 'Alaska', 'Dickinson', 'Chicago']",MPLX LP,Gasoline,"['Operational', 'End-Of-Life', 'Idled', 'Under Construction']",USA,"['Alaska', 'California', 'Illinois', 'Kentucky', 'Louisiana', 'Michigan', 'Minnesota', 'North Dakota', 'Ohio', 'Texas', 'Utah', 'Washington']"
Refined Petroleum Products Infrastructure,"['Galveston Bay', 'Texas', 'Garyville', 'Louisiana', 'Catlettsburg', 'Kentucky', 'Robinson', 'Illinois', 'Detroit', 'Michigan', 'El Paso', 'Martinez', 'Gallup', 'Gulf Coast', 'Mid-Continent', 'West Coast', 'Texas City', 'St. Paul Park', 'Minnesota', 'Canton', 'Ohio', 'Mandan', 'North Dakota', 'Salt Lake City', 'Utah', 'Los Angeles', 'California', 'Anacortes', 'Washington', 'Kenai', 'Alaska', 'Dickinson', 'Chicago']",MPLX LP,Fuel,"['Operational', 'End-Of-Life', 'Idled', 'Under Construction']",USA,"['Alaska', 'California', 'Illinois', 'Kentucky', 'Louisiana', 'Michigan', 'Minnesota', 'North Dakota', 'Ohio', 'Texas', 'Utah', 'Washington']"
Refined Petroleum Products Infrastructure,"['Galveston Bay', 'Texas', 'Garyville', 'Louisiana', 'Catlettsburg', 'Kentucky', 'Robinson', 'Illinois', 'Detroit', 'Michigan', 'El Paso', 'Martinez', 'Gallup', 'Gulf Coast', 'Mid-Continent', 'West Coast', 'Texas City', 'St. Paul Park', 'Minnesota', 'Canton', 'Ohio', 'Mandan', 'North Dakota', 'Salt Lake City', 'Utah', 'Los Angeles', 'California', 'Anacortes', 'Washington', 'Kenai', 'Alaska', 'Dickinson', 'Chicago']",MPLX LP,Distillates,"['Operational', 'End-Of-Life', 'Idled', 'Under Construction']",USA,"['Alaska', 'California', 'Illinois', 'Kentucky', 'Louisiana', 'Michigan', 'Minnesota', 'North Dakota', 'Ohio', 'Texas', 'Utah', 'Washington']"
Refined Petroleum Products Infrastructure,"['Galveston Bay', 'Texas', 'Garyville', 'Louisiana', 'Catlettsburg', 'Kentucky', 'Robinson', 'Illinois', 'Detroit', 'Michigan', 'El Paso', 'Martinez', 'Gallup', 'Gulf Coast', 'Mid-Continent', 'West Coast', 'Texas City', 'St. Paul Park', 'Minnesota', 'Canton', 'Ohio', 'Mandan', 'North Dakota', 'Salt Lake City', 'Utah', 'Los Angeles', 'California', 'Anacortes', 'Washington', 'Kenai', 'Alaska', 'Dickinson', 'Chicago']",MPLX LP,Other Hydrocarbon-Based Products,"['Operational', 'End-Of-Life', 'Idled', 'Under Construction']",USA,"['Alaska', 'California', 'Illinois', 'Kentucky', 'Louisiana', 'Michigan', 'Minnesota', 'North Dakota', 'Ohio', 'Texas', 'Utah', 'Washington']"
Refined Petroleum Products Infrastructure,"['Galveston Bay', 'Texas', 'Garyville', 'Louisiana', 'Catlettsburg', 'Kentucky', 'Robinson', 'Illinois', 'Detroit', 'Michigan', 'El Paso', 'Martinez', 'Gallup', 'Gulf Coast', 'Mid-Continent', 'West Coast', 'Texas City', 'St. Paul Park', 'Minnesota', 'Canton', 'Ohio', 'Mandan', 'North Dakota', 'Salt Lake City', 'Utah', 'Los Angeles', 'California', 'Anacortes', 'Washington', 'Kenai', 'Alaska', 'Dickinson', 'Chicago']",MPLX LP,Chemicals,"['Operational', 'End-Of-Life', 'Idled', 'Under Construction']",USA,"['Alaska', 'California', 'Illinois', 'Kentucky', 'Louisiana', 'Michigan', 'Minnesota', 'North Dakota', 'Ohio', 'Texas', 'Utah', 'Washington']"
Refineries,"['Gallup', 'New Mexico; Los Angeles; Texas Gulf Coast Southeast Of Houston', 'Texas; Robinson', 'Illinois; Mandan', 'North Dakota; Salt Lake City', 'Utah; Martinez', 'Chicago; USAGC; LA CARB; Mid-Continent; West Coast; Galveston Bay; Garyville', 'Findlay']",Marathon Petroleum Corporation,Crude Oil,"['Operational', 'Indefinitely Idled', 'Under Construction', 'Strategically Repositioning', 'Adversely Affected']",USA,"['Illinois', 'New Mexico', 'North Dakota', 'Texas', 'Utah']"
Refineries,"['Gallup', 'New Mexico; Los Angeles; Texas Gulf Coast Southeast Of Houston', 'Texas; Robinson', 'Illinois; Mandan', 'North Dakota; Salt Lake City', 'Utah; Martinez', 'Chicago; USAGC; LA CARB; Mid-Continent; West Coast; Galveston Bay; Garyville', 'Findlay']",Marathon Petroleum Corporation,Refined Products,"['Operational', 'Indefinitely Idled', 'Under Construction', 'Strategically Repositioning', 'Adversely Affected']",USA,"['Illinois', 'New Mexico', 'North Dakota', 'Texas', 'Utah']"
Refineries,"['Gallup', 'New Mexico; Los Angeles; Texas Gulf Coast Southeast Of Houston', 'Texas; Robinson', 'Illinois; Mandan', 'North Dakota; Salt Lake City', 'Utah; Martinez', 'Chicago; USAGC; LA CARB; Mid-Continent; West Coast; Galveston Bay; Garyville', 'Findlay']",Marathon Petroleum Corporation,Propane,"['Operational', 'Indefinitely Idled', 'Under Construction', 'Strategically Repositioning', 'Adversely Affected']",USA,"['Illinois', 'New Mexico', 'North Dakota', 'Texas', 'Utah']"
Refineries,"['Gallup', 'New Mexico; Los Angeles; Texas Gulf Coast Southeast Of Houston', 'Texas; Robinson', 'Illinois; Mandan', 'North Dakota; Salt Lake City', 'Utah; Martinez', 'Chicago; USAGC; LA CARB; Mid-Continent; West Coast; Galveston Bay; Garyville', 'Findlay']",Marathon Petroleum Corporation,Heavy Fuel,"['Operational', 'Indefinitely Idled', 'Under Construction', 'Strategically Repositioning', 'Adversely Affected']",USA,"['Illinois', 'New Mexico', 'North Dakota', 'Texas', 'Utah']"
Refineries,"['Gallup', 'New Mexico; Los Angeles; Texas Gulf Coast Southeast Of Houston', 'Texas; Robinson', 'Illinois; Mandan', 'North Dakota; Salt Lake City', 'Utah; Martinez', 'Chicago; USAGC; LA CARB; Mid-Continent; West Coast; Galveston Bay; Garyville', 'Findlay']",Marathon Petroleum Corporation,Gasoline,"['Operational', 'Indefinitely Idled', 'Under Construction', 'Strategically Repositioning', 'Adversely Affected']",USA,"['Illinois', 'New Mexico', 'North Dakota', 'Texas', 'Utah']"
Refineries,"['Gallup', 'New Mexico; Los Angeles; Texas Gulf Coast Southeast Of Houston', 'Texas; Robinson', 'Illinois; Mandan', 'North Dakota; Salt Lake City', 'Utah; Martinez', 'Chicago; USAGC; LA CARB; Mid-Continent; West Coast; Galveston Bay; Garyville', 'Findlay']",Marathon Petroleum Corporation,Jet Fuel,"['Operational', 'Indefinitely Idled', 'Under Construction', 'Strategically Repositioning', 'Adversely Affected']",USA,"['Illinois', 'New Mexico', 'North Dakota', 'Texas', 'Utah']"
Refineries,"['Gallup', 'New Mexico; Los Angeles; Texas Gulf Coast Southeast Of Houston', 'Texas; Robinson', 'Illinois; Mandan', 'North Dakota; Salt Lake City', 'Utah; Martinez', 'Chicago; USAGC; LA CARB; Mid-Continent; West Coast; Galveston Bay; Garyville', 'Findlay']",Marathon Petroleum Corporation,Diesel,"['Operational', 'Indefinitely Idled', 'Under Construction', 'Strategically Repositioning', 'Adversely Affected']",USA,"['Illinois', 'New Mexico', 'North Dakota', 'Texas', 'Utah']"
Refineries,"['Gallup', 'New Mexico; Los Angeles; Texas Gulf Coast Southeast Of Houston', 'Texas; Robinson', 'Illinois; Mandan', 'North Dakota; Salt Lake City', 'Utah; Martinez', 'Chicago; USAGC; LA CARB; Mid-Continent; West Coast; Galveston Bay; Garyville', 'Findlay']",MPLX LP,Crude Oil,"['Operational', 'Indefinitely Idled', 'Under Construction', 'Strategically Repositioning', 'Adversely Affected']",USA,"['Illinois', 'New Mexico', 'North Dakota', 'Texas', 'Utah']"
Refineries,"['Gallup', 'New Mexico; Los Angeles; Texas Gulf Coast Southeast Of Houston', 'Texas; Robinson', 'Illinois; Mandan', 'North Dakota; Salt Lake City', 'Utah; Martinez', 'Chicago; USAGC; LA CARB; Mid-Continent; West Coast; Galveston Bay; Garyville', 'Findlay']",MPLX LP,Refined Products,"['Operational', 'Indefinitely Idled', 'Under Construction', 'Strategically Repositioning', 'Adversely Affected']",USA,"['Illinois', 'New Mexico', 'North Dakota', 'Texas', 'Utah']"
Refineries,"['Gallup', 'New Mexico; Los Angeles; Texas Gulf Coast Southeast Of Houston', 'Texas; Robinson', 'Illinois; Mandan', 'North Dakota; Salt Lake City', 'Utah; Martinez', 'Chicago; USAGC; LA CARB; Mid-Continent; West Coast; Galveston Bay; Garyville', 'Findlay']",MPLX LP,Propane,"['Operational', 'Indefinitely Idled', 'Under Construction', 'Strategically Repositioning', 'Adversely Affected']",USA,"['Illinois', 'New Mexico', 'North Dakota', 'Texas', 'Utah']"
Refineries,"['Gallup', 'New Mexico; Los Angeles; Texas Gulf Coast Southeast Of Houston', 'Texas; Robinson', 'Illinois; Mandan', 'North Dakota; Salt Lake City', 'Utah; Martinez', 'Chicago; USAGC; LA CARB; Mid-Continent; West Coast; Galveston Bay; Garyville', 'Findlay']",MPLX LP,Heavy Fuel,"['Operational', 'Indefinitely Idled', 'Under Construction', 'Strategically Repositioning', 'Adversely Affected']",USA,"['Illinois', 'New Mexico', 'North Dakota', 'Texas', 'Utah']"
Refineries,"['Gallup', 'New Mexico; Los Angeles; Texas Gulf Coast Southeast Of Houston', 'Texas; Robinson', 'Illinois; Mandan', 'North Dakota; Salt Lake City', 'Utah; Martinez', 'Chicago; USAGC; LA CARB; Mid-Continent; West Coast; Galveston Bay; Garyville', 'Findlay']",MPLX LP,Gasoline,"['Operational', 'Indefinitely Idled', 'Under Construction', 'Strategically Repositioning', 'Adversely Affected']",USA,"['Illinois', 'New Mexico', 'North Dakota', 'Texas', 'Utah']"
Refineries,"['Gallup', 'New Mexico; Los Angeles; Texas Gulf Coast Southeast Of Houston', 'Texas; Robinson', 'Illinois; Mandan', 'North Dakota; Salt Lake City', 'Utah; Martinez', 'Chicago; USAGC; LA CARB; Mid-Continent; West Coast; Galveston Bay; Garyville', 'Findlay']",MPLX LP,Jet Fuel,"['Operational', 'Indefinitely Idled', 'Under Construction', 'Strategically Repositioning', 'Adversely Affected']",USA,"['Illinois', 'New Mexico', 'North Dakota', 'Texas', 'Utah']"
Refineries,"['Gallup', 'New Mexico; Los Angeles; Texas Gulf Coast Southeast Of Houston', 'Texas; Robinson', 'Illinois; Mandan', 'North Dakota; Salt Lake City', 'Utah; Martinez', 'Chicago; USAGC; LA CARB; Mid-Continent; West Coast; Galveston Bay; Garyville', 'Findlay']",MPLX LP,Diesel,"['Operational', 'Indefinitely Idled', 'Under Construction', 'Strategically Repositioning', 'Adversely Affected']",USA,"['Illinois', 'New Mexico', 'North Dakota', 'Texas', 'Utah']"
Refinery Processing Units,,,Crude Oil,,,
South Texas Gateway's Crude Oil Export Facility,['Refining & Marketing'],7-Eleven Inc.,,"['End-Of-Life', 'Operational']",,
South Texas Gateway's Crude Oil Export Facility,['Refining & Marketing'],Marathon Petroleum Corporation,,"['End-Of-Life', 'Operational']",,
"Speedway's P&E (Facilities) 


Let me know when you are ready for the next cell!","['Gallup refinery', 'USA; U.S. Coastal and Great Lakes States; States Bordering Inland Waterways']",Marathon Petroleum Corporation,Renewable Diesel,['Decommissioned'],USA,
"Speedway's P&E (Facilities) 


Let me know when you are ready for the next cell!","['Gallup refinery', 'USA; U.S. Coastal and Great Lakes States; States Bordering Inland Waterways']",Marathon Petroleum Corporation,Petroleum-Based Liquid,['Decommissioned'],USA,
"Speedway's P&E (Facilities) 


Let me know when you are ready for the next cell!","['Gallup refinery', 'USA; U.S. Coastal and Great Lakes States; States Bordering Inland Waterways']",Marathon Petroleum Corporation,Crude Oil,['Decommissioned'],USA,
"Speedway's P&E (Facilities) 


Let me know when you are ready for the next cell!","['Gallup refinery', 'USA; U.S. Coastal and Great Lakes States; States Bordering Inland Waterways']",Marathon Petroleum Corporation,Feedstocks,['Decommissioned'],USA,
"Speedway's P&E (Facilities) 


Let me know when you are ready for the next cell!","['Gallup refinery', 'USA; U.S. Coastal and Great Lakes States; States Bordering Inland Waterways']",Marathon Petroleum Corporation,Refined Products,['Decommissioned'],USA,
"Speedway's P&E (Facilities) 


Let me know when you are ready for the next cell!","['Gallup refinery', 'USA; U.S. Coastal and Great Lakes States; States Bordering Inland Waterways']",Marathon Petroleum Corporation,Renewable Fuels,['Decommissioned'],USA,
"Speedway's P&E (Facilities) 


Let me know when you are ready for the next cell!","['Gallup refinery', 'USA; U.S. Coastal and Great Lakes States; States Bordering Inland Waterways']",Marathon Petroleum Corporation,Chemicals,['Decommissioned'],USA,
"Speedway's P&E (Facilities) 


Let me know when you are ready for the next cell!","['Gallup refinery', 'USA; U.S. Coastal and Great Lakes States; States Bordering Inland Waterways']",MPLX LP,Renewable Diesel,['Decommissioned'],USA,
"Speedway's P&E (Facilities) 


Let me know when you are ready for the next cell!","['Gallup refinery', 'USA; U.S. Coastal and Great Lakes States; States Bordering Inland Waterways']",MPLX LP,Petroleum-Based Liquid,['Decommissioned'],USA,
"Speedway's P&E (Facilities) 


Let me know when you are ready for the next cell!","['Gallup refinery', 'USA; U.S. Coastal and Great Lakes States; States Bordering Inland Waterways']",MPLX LP,Crude Oil,['Decommissioned'],USA,
"Speedway's P&E (Facilities) 


Let me know when you are ready for the next cell!","['Gallup refinery', 'USA; U.S. Coastal and Great Lakes States; States Bordering Inland Waterways']",MPLX LP,Feedstocks,['Decommissioned'],USA,
"Speedway's P&E (Facilities) 


Let me know when you are ready for the next cell!","['Gallup refinery', 'USA; U.S. Coastal and Great Lakes States; States Bordering Inland Waterways']",MPLX LP,Refined Products,['Decommissioned'],USA,
"Speedway's P&E (Facilities) 


Let me know when you are ready for the next cell!","['Gallup refinery', 'USA; U.S. Coastal and Great Lakes States; States Bordering Inland Waterways']",MPLX LP,Renewable Fuels,['Decommissioned'],USA,
"Speedway's P&E (Facilities) 


Let me know when you are ready for the next cell!","['Gallup refinery', 'USA; U.S. Coastal and Great Lakes States; States Bordering Inland Waterways']",MPLX LP,Chemicals,['Decommissioned'],USA,
Terminals,"['Fort Berthold Reservation', 'Lake Oahe', 'North Dakota']",MPLX LP,Crude Oil,"['Operational', 'Under Litigation']",USA,['North Dakota']
Terminals,"['Fort Berthold Reservation', 'Lake Oahe', 'North Dakota']",MPLX LP,Natural Gas,"['Operational', 'Under Litigation']",USA,['North Dakota']
Terminals,"['Fort Berthold Reservation', 'Lake Oahe', 'North Dakota']",Tesoro High Plains Pipeline Company LLC,Crude Oil,"['Operational', 'Under Litigation']",USA,['North Dakota']
Terminals,"['Fort Berthold Reservation', 'Lake Oahe', 'North Dakota']",Tesoro High Plains Pipeline Company LLC,Natural Gas,"['Operational', 'Under Litigation']",USA,['North Dakota']
Tesoro High Plains Pipeline,['Permian Basin'],MPLX LP,Natural Gas,['Operational'],USA,
Transportation Fuel,"['Findlay', 'Ohio']",MPLX LP,Crude Oil,['Operational'],USA,['Ohio']
Transportation Fuel,"['Findlay', 'Ohio']",MPLX LP,Light Products,['Operational'],USA,['Ohio']
Transportation Fuel,"['Findlay', 'Ohio']",Marathon Petroleum Corporation,Crude Oil,['Operational'],USA,['Ohio']
Transportation Fuel,"['Findlay', 'Ohio']",Marathon Petroleum Corporation,Light Products,['Operational'],USA,['Ohio']
transportation infrastructure,,MPLX LP,Crude Oil,['Under Impairment Review'],,
transportation infrastructure,,MPLX LP,Refined Products,['Under Impairment Review'],,
Trucks,['Market Areas'],MPLX LP,Crude Oil,['Operational'],,
Trucks,['Market Areas'],MPLX LP,Refined Products,['Operational'],,
Trucks,['Market Areas'],Marathon Petroleum Corporation,Crude Oil,['Operational'],,
Trucks,['Market Areas'],Marathon Petroleum Corporation,Refined Products,['Operational'],,
Cogeneration Facility,"['Madison', 'Wisconsin']",Marathon Petroleum Corporation,Biobased Feedstocks,['Operational'],USA,['Wisconsin']
Virent's Advanced Biofuels Facility,"['Market Areas', 'Refineries']",Marathon Petroleum Corporation,Refined Products,['Operational'],,
Virent's Advanced Biofuels Facility,"['Market Areas', 'Refineries']",Marathon Petroleum Corporation,Propane,['Operational'],,
Trailers,['Petroleum Refineries'],,Fuel,['Operational'],,
Trailers,['Petroleum Refineries'],,Refined Products,['Operational'],,
Utility Lines,['USA'],,Refined Products,,USA,
Convenience Stores,"['Populated Areas', 'Environmentally Sensitive Waters', 'USA Coastal And Great Lakes States', 'States Bordering Inland Waterways On Which We Operate', 'International Jurisdictions In Which We Operate']",MPLX LP,Light Products,['Operational'],USA,
Convenience Stores,"['Populated Areas', 'Environmentally Sensitive Waters', 'USA Coastal And Great Lakes States', 'States Bordering Inland Waterways On Which We Operate', 'International Jurisdictions In Which We Operate']",MPLX LP,Heavy Crude Oils,['Operational'],USA,
